,Date,Open,High,Low,Close,Adj Close,Volume
0,2018-06-04,252.850006,254.720001,251.100006,253.339996,253.339996,3058700
1,2018-06-05,254.0,254.059998,251.110001,252.699997,252.699997,2677400
2,2018-06-06,253.75,254.070007,251.5,253.949997,253.949997,3963600
3,2018-06-07,253.240005,254.050003,244.029999,247.509995,247.509995,4169200
4,2018-06-08,246.860001,251.660004,245.830002,251.210007,251.210007,2880600
5,2018-06-11,251.759995,253.479996,250.130005,251.0,251.0,2868200
6,2018-06-12,252.649994,254.800003,251.130005,252.589996,252.589996,3513300
7,2018-06-13,253.699997,257.899994,253.649994,256.130005,256.130005,3590700
8,2018-06-14,257.149994,258.910004,256.579987,258.100006,258.100006,5618300
9,2018-06-15,251.279999,253.869995,247.520004,251.820007,251.820007,9052800
10,2018-06-18,250.520004,256.769989,249.800003,255.690002,255.690002,3764300
11,2018-06-19,251.830002,253.649994,247.899994,251.740005,251.740005,3532500
12,2018-06-20,253.5,254.800003,250.979996,251.240005,251.240005,2577500
13,2018-06-21,252.0,252.720001,247.570007,248.830002,248.830002,2639700
14,2018-06-22,248.110001,248.800003,243.259995,243.630005,243.630005,4124500
15,2018-06-25,240.149994,241.960007,235.869995,239.679993,239.679993,4575400
16,2018-06-26,240.669998,244.229996,239.660004,242.25,242.25,2998300
17,2018-06-27,243.460007,244.979996,237.509995,237.679993,237.679993,3499500
18,2018-06-28,236.589996,241.820007,236.440002,239.809998,239.809998,2217200
19,2018-06-29,241.880005,245.490005,241.5,243.809998,243.809998,3774700
20,2018-07-02,241.050003,243.330002,239.600006,243.259995,243.259995,4127400
21,2018-07-03,244.720001,245.940002,241.669998,242.009995,242.009995,1307700
22,2018-07-05,243.039993,244.619995,242.139999,244.179993,244.179993,1863400
23,2018-07-06,244.479996,248.720001,243.220001,248.190002,248.190002,1889700
24,2018-07-09,249.899994,250.660004,246.369995,249.770004,249.770004,2170700
25,2018-07-10,250.470001,250.850006,248.210007,248.630005,248.630005,2012400
26,2018-07-11,246.649994,249.740005,245.850006,248.119995,248.119995,1730600
27,2018-07-12,249.940002,255.050003,249.380005,254.869995,254.869995,2761600
28,2018-07-13,254.639999,259.51001,253.490005,258.589996,258.589996,3934100
29,2018-07-16,258.630005,259.040009,253.830002,254.679993,254.679993,2165100
30,2018-07-17,252.679993,258.679993,250.710007,258.309998,258.309998,2552000
31,2018-07-18,257.859985,260.940002,256.540009,259.779999,259.779999,2637000
32,2018-07-19,258.0,259.600006,256.359985,257.679993,257.679993,1980200
33,2018-07-20,258.170013,259.450012,256.73999,257.540009,257.540009,2221800
34,2018-07-23,257.660004,260.140015,256.380005,259.470001,259.470001,1935700
35,2018-07-24,261.040009,262.730011,255.929993,257.48999,257.48999,2433300
36,2018-07-25,258.350006,263.5,257.829987,263.170013,263.170013,2270300
37,2018-07-26,261.920013,263.829987,258.48999,261.929993,261.929993,2265800
38,2018-07-27,262.049988,262.859985,253.050003,254.809998,254.809998,3030900
39,2018-07-30,254.419998,254.759995,240.100006,242.320007,242.320007,5496800
40,2018-07-31,244.929993,246.800003,241.160004,244.679993,244.679993,2939500
41,2018-08-01,245.0,248.759995,244.240005,248.009995,248.009995,3185000
42,2018-08-02,245.699997,252.570007,245.0,252.220001,252.220001,2395400
43,2018-08-03,252.580002,254.389999,249.479996,253.279999,253.279999,2100300
44,2018-08-06,252.740005,254.880005,251.539993,254.110001,254.110001,1535300
45,2018-08-07,254.5,255.160004,252.449997,253.389999,253.389999,1885400
46,2018-08-08,252.949997,254.570007,251.630005,253.830002,253.830002,1585400
47,2018-08-09,254.550003,255.75,253.389999,253.800003,253.800003,2092000
48,2018-08-10,252.0,254.970001,251.5,253.699997,253.699997,1789000
49,2018-08-13,254.160004,256.600006,253.300003,253.539993,253.539993,1532700
50,2018-08-14,254.380005,256.25,252.089996,256.049988,256.049988,2100300
51,2018-08-15,253.800003,255.830002,248.020004,250.520004,250.520004,2744700
52,2018-08-16,252.789993,253.300003,248.100006,248.889999,248.889999,2420400
53,2018-08-17,248.389999,249.220001,243.710007,245.699997,245.699997,2744200
54,2018-08-20,246.080002,250.369995,246.0,249.759995,249.759995,2901300
55,2018-08-21,250.449997,253.330002,250.360001,251.5,251.5,2168900
56,2018-08-22,250.589996,256.160004,250.360001,255.539993,255.539993,1895400
57,2018-08-23,254.619995,258.329987,254.470001,257.0,257.0,2984300
58,2018-08-24,258.329987,263.390015,258.329987,261.51001,261.51001,3862300
59,2018-08-27,263.0,263.700012,259.390015,262.399994,262.399994,2433000
60,2018-08-28,263.700012,263.700012,261.029999,263.040009,263.040009,1867100
61,2018-08-29,263.0,269.959991,262.559998,268.359985,268.359985,3155200
62,2018-08-30,266.720001,269.049988,265.5,266.429993,266.429993,2409300
63,2018-08-31,265.549988,266.829987,263.200012,263.51001,263.51001,2944500
64,2018-09-04,263.670013,266.929993,262.299988,266.679993,266.679993,2158200
65,2018-09-05,265.609985,266.160004,254.539993,256.140015,256.140015,4203300
66,2018-09-06,256.950012,260.269989,255.139999,259.75,259.75,2810800
67,2018-09-07,258.0,263.670013,257.119995,260.869995,260.869995,2894300
68,2018-09-10,264.269989,265.929993,260.790009,265.369995,265.369995,2633600
69,2018-09-11,265.299988,268.600006,263.309998,267.0,267.0,2866000
70,2018-09-12,267.829987,270.940002,266.450012,267.790009,267.790009,3365400
71,2018-09-13,267.130005,270.0,265.01001,268.519989,268.519989,4774000
72,2018-09-14,269.0,277.609985,268.0,274.690002,274.690002,6182500
73,2018-09-17,275.0,275.779999,267.679993,268.25,268.25,3080900
74,2018-09-18,267.609985,273.779999,266.600006,270.790009,270.790009,2684400
75,2018-09-19,271.140015,271.950012,263.609985,264.880005,264.880005,2801400
76,2018-09-20,266.470001,269.540009,264.190002,266.339996,266.339996,2560200
77,2018-09-21,266.149994,267.5,260.23999,260.880005,260.880005,6186500
78,2018-09-24,260.0,264.459991,257.070007,264.089996,264.089996,2619100
79,2018-09-25,264.600006,268.429993,264.200012,267.839996,267.839996,2298000
80,2018-09-26,268.559998,270.679993,266.660004,268.470001,268.470001,2027700
81,2018-09-27,270.0,272.420013,269.25,269.910004,269.910004,1735200
82,2018-09-28,269.75,272.26001,268.440002,269.950012,269.950012,2784500
83,2018-10-01,271.76001,276.630005,271.459991,275.48999,275.48999,3553100
84,2018-10-02,274.709991,277.029999,271.850006,272.0,272.0,3254400
85,2018-10-03,273.25,274.170013,269.76001,270.51001,270.51001,2726400
86,2018-10-04,269.5,271.070007,260.540009,263.709991,263.709991,3780300
87,2018-10-05,263.959991,266.100006,258.309998,263.220001,263.220001,3098600
88,2018-10-08,261.839996,263.459991,248.690002,254.690002,254.690002,5109200
89,2018-10-09,254.160004,258.720001,251.710007,254.160004,254.160004,2597500
90,2018-10-10,252.520004,253.380005,237.860001,237.910004,237.910004,5309300
91,2018-10-11,236.410004,245.720001,234.720001,238.589996,238.589996,7042900
92,2018-10-12,247.740005,249.910004,242.779999,248.869995,248.869995,4779900
93,2018-10-15,248.339996,248.369995,238.0,238.009995,238.009995,5106400
94,2018-10-16,252.5,261.730011,251.770004,260.670013,260.670013,8679600
95,2018-10-17,261.209991,261.890015,255.259995,258.910004,258.910004,4405100
96,2018-10-18,256.190002,257.209991,246.009995,250.350006,250.350006,5378900
97,2018-10-19,252.729996,252.889999,243.639999,245.029999,245.029999,4070600
98,2018-10-22,246.0,251.639999,242.800003,251.059998,251.059998,3487000
99,2018-10-23,246.190002,254.910004,242.559998,251.759995,251.759995,5006300
100,2018-10-24,250.610001,254.600006,238.229996,238.440002,238.440002,4859500
101,2018-10-25,242.169998,253.589996,241.660004,252.919998,252.919998,5283600
102,2018-10-26,243.850006,252.179993,241.410004,245.800003,245.800003,4505800
103,2018-10-29,250.669998,254.529999,233.399994,239.75,239.75,4725000
104,2018-10-30,238.990005,242.5,231.699997,238.410004,238.410004,5626800
105,2018-10-31,245.410004,249.600006,243.669998,245.759995,245.759995,4423000
106,2018-11-01,245.690002,247.550003,241.490005,245.279999,245.279999,3192200
107,2018-11-02,246.570007,247.470001,237.800003,239.639999,239.639999,4335300
108,2018-11-05,240.0,241.0,233.619995,239.889999,239.889999,3224100
109,2018-11-06,240.479996,244.639999,237.759995,240.559998,240.559998,2446700
110,2018-11-07,244.800003,253.960007,243.809998,253.429993,253.429993,3790600
111,2018-11-08,253.309998,254.130005,247.740005,249.960007,249.960007,2389300
112,2018-11-09,247.559998,248.289993,241.160004,244.839996,244.839996,2765900
113,2018-11-12,244.139999,244.800003,235.360001,236.669998,236.669998,3498300
114,2018-11-13,238.380005,243.0,235.850006,238.740005,238.740005,4017100
115,2018-11-14,242.160004,242.910004,231.910004,235.220001,235.220001,3261300
116,2018-11-15,233.979996,241.429993,231.330002,239.949997,239.949997,3383500
117,2018-11-16,239.520004,240.139999,235.369995,238.889999,238.889999,2897400
118,2018-11-19,237.5,238.649994,218.720001,219.690002,219.690002,7642200
119,2018-11-20,209.410004,222.839996,207.020004,219.729996,219.729996,6180500
120,2018-11-21,225.330002,228.990005,222.240005,225.979996,225.979996,4846400
121,2018-11-23,222.710007,227.740005,222.509995,225.559998,225.559998,1691000
122,2018-11-26,229.190002,233.300003,227.910004,231.960007,231.960007,3603700
123,2018-11-27,230.770004,232.779999,228.679993,232.25,232.25,2882400
124,2018-11-28,237.899994,250.410004,237.740005,249.210007,249.210007,6447100
125,2018-11-29,246.360001,252.25,244.309998,249.089996,249.089996,3723500
126,2018-11-30,250.229996,251.570007,247.089996,250.889999,250.889999,5156700
127,2018-12-03,260.709991,260.720001,251.820007,255.259995,255.259995,4286200
128,2018-12-04,253.220001,254.710007,244.979996,245.820007,245.820007,4041700
129,2018-12-06,240.0,250.679993,237.960007,250.630005,250.630005,3950600
130,2018-12-07,248.389999,249.259995,237.649994,238.0,238.0,3971100
131,2018-12-10,237.460007,245.399994,237.009995,244.089996,244.089996,3194300
132,2018-12-11,251.429993,251.75,242.779999,245.339996,245.339996,3179400
133,2018-12-12,249.990005,251.559998,245.039993,245.550003,245.550003,4067900
134,2018-12-13,248.149994,251.600006,245.199997,248.080002,248.080002,5395200
135,2018-12-14,240.759995,240.919998,229.910004,230.0,230.0,12189400
136,2018-12-17,226.929993,230.630005,220.479996,221.380005,221.380005,7059500
137,2018-12-18,222.529999,228.130005,221.550003,226.179993,226.179993,5265000
138,2018-12-19,225.919998,231.020004,221.110001,224.649994,224.649994,6110800
139,2018-12-20,223.0,224.850006,212.830002,218.649994,218.649994,6099400
140,2018-12-21,219.550003,222.259995,207.369995,208.800003,208.800003,8828100
141,2018-12-24,206.899994,212.580002,204.949997,205.160004,205.160004,2940500
142,2018-12-26,206.529999,222.960007,206.25,222.949997,222.949997,5897900
143,2018-12-27,219.990005,225.169998,214.160004,225.139999,225.139999,3931100
144,2018-12-28,227.580002,228.110001,220.869995,223.130005,223.130005,3160200
145,2018-12-31,225.559998,227.330002,223.240005,226.240005,226.240005,2866400
146,2019-01-02,219.910004,226.169998,219.0,224.570007,224.570007,2784100
